year	stem	qidx	primary_unit	theme	module	matched_units	competencies	level	note
1999	shanghai_liberal	3	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
1999	shanghai_liberal	4	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1999	shanghai_liberal	5	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
1999	shanghai_liberal	6	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
1999	shanghai_liberal	7	三角函数	函数	必修	三角函数;一元函数导数及其应用	数学运算;直观想象;逻辑推理	水平1-2	
1999	shanghai_liberal	8	数学建模与应用	数学建模活动与数学探究活动	必修	数学建模与应用	数学建模;数据分析;数学运算	水平1-2	
1999	shanghai_liberal	9	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数	数学运算;数学抽象	水平1-2	
1999	shanghai_liberal	10	数列	函数	选择性必修	数列;相等关系与不等关系	逻辑推理;数学运算	水平2-3	
1999	shanghai_liberal	11	概率	概率与统计	选择性必修	概率;平面向量;直线与圆	数据分析;数学运算;逻辑推理;直观想象	水平2-3	
1999	shanghai_liberal	12	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
1999	shanghai_liberal	13	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
1999	shanghai_liberal	14	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;三角函数	数学运算;直观想象	水平2-3	
1999	shanghai_liberal	15	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
1999	shanghai_liberal	16	常用逻辑用语	预备知识	必修	常用逻辑用语;直线与圆	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
1999	shanghai_liberal	17	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
1999	shanghai_liberal	18	数列	函数	选择性必修	数列;微积分（选修）	逻辑推理;数学运算;数学抽象	水平2-3	
1999	shanghai_liberal	19	三角函数	函数	必修	三角函数;复数	数学运算;直观想象;数学抽象	水平1-2	
1999	shanghai_liberal	20	立体几何初步	几何与代数	必修	立体几何初步;三角函数;复数;直线与圆	直观想象;数学运算;数学抽象	水平1-2	
1999	shanghai_liberal	21	圆锥曲线	几何与代数	选择性必修	圆锥曲线;立体几何初步;函数概念与性质;复数	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
1999	shanghai_liberal	22	圆锥曲线	几何与代数	选择性必修	圆锥曲线;三角函数;函数概念与性质;平面向量;复数;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
1999	shanghai_science	1	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1999	shanghai_science	2	函数概念与性质	函数	必修	函数概念与性质;幂函数、指数函数、对数函数	数学抽象;数学运算	水平1-2	
1999	shanghai_science	3	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
1999	shanghai_science	4	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1999	shanghai_science	5	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
1999	shanghai_science	6	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
1999	shanghai_science	7	三角函数	函数	必修	三角函数;一元函数导数及其应用	数学运算;直观想象;逻辑推理	水平1-2	
1999	shanghai_science	8	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
1999	shanghai_science	9	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;圆锥曲线;三角函数;平面向量	数学运算;直观想象;逻辑推理	水平2-3	
1999	shanghai_science	10	数列	函数	选择性必修	数列;相等关系与不等关系;计数原理	逻辑推理;数学运算	水平2-3	
1999	shanghai_science	11	概率	概率与统计	选择性必修	概率;平面向量;直线与圆	数据分析;数学运算;逻辑推理;直观想象	水平2-3	
1999	shanghai_science	12	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
1999	shanghai_science	13	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
1999	shanghai_science	14	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;三角函数	数学运算;直观想象	水平2-3	
1999	shanghai_science	15	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
1999	shanghai_science	16	常用逻辑用语	预备知识	必修	常用逻辑用语;直线与圆	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
1999	shanghai_science	17	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
1999	shanghai_science	18	数列	函数	选择性必修	数列;微积分（选修）;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
1999	shanghai_science	19	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
1999	shanghai_science	20	立体几何初步	几何与代数	必修	立体几何初步;三角函数;复数;直线与圆	直观想象;数学运算;数学抽象	水平1-2	
1999	shanghai_science	21	圆锥曲线	几何与代数	选择性必修	圆锥曲线;立体几何初步;函数概念与性质;复数	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
1999	shanghai_science	22	圆锥曲线	几何与代数	选择性必修	圆锥曲线;三角函数;相等关系与不等关系;函数概念与性质;平面向量;复数;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2000	shanghai_liberal	1	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2000	shanghai_liberal	2	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质	数学运算;数学抽象	水平1-2	
2000	shanghai_liberal	3	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;立体几何初步;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2000	shanghai_liberal	4	微积分（选修）	函数	选修	微积分（选修）	数学运算;数学抽象	水平3	
2000	shanghai_liberal	5	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2000	shanghai_liberal	6	数学建模与应用	数学建模活动与数学探究活动	必修	数学建模与应用	数学建模;数据分析;数学运算	水平1-2	
2000	shanghai_liberal	7	常用逻辑用语	预备知识	必修	常用逻辑用语;立体几何初步	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
2000	shanghai_liberal	8	函数概念与性质	函数	必修	函数概念与性质;相等关系与不等关系;三角函数	数学抽象;数学运算;逻辑推理;直观想象	水平1-2	
2000	shanghai_liberal	9	计数原理	概率与统计	选择性必修	计数原理;相等关系与不等关系	逻辑推理;数学运算	水平2-3	
2000	shanghai_liberal	10	概率	概率与统计	选择性必修	概率	数据分析;数学运算;逻辑推理	水平2-3	
2000	shanghai_liberal	11	相等关系与不等关系	预备知识	必修	相等关系与不等关系;平面向量;最优化	数学运算;逻辑推理;直观想象;数学建模	水平1-2	
2000	shanghai_liberal	12	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2000	shanghai_liberal	13	函数概念与性质	函数	必修	函数概念与性质;三角函数	数学抽象;数学运算;直观想象	水平1-2	
2000	shanghai_liberal	14	常用逻辑用语	预备知识	必修	常用逻辑用语;复数;直线与圆	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2000	shanghai_liberal	15	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2000	shanghai_liberal	16	三角函数	函数	必修	三角函数;常用逻辑用语;相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;直观想象;逻辑推理;数学抽象	水平1-2	
2000	shanghai_liberal	17	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2000	shanghai_liberal	18	立体几何初步	几何与代数	必修	立体几何初步;三角函数;直线与圆	直观想象;数学运算	水平1-2	
2000	shanghai_liberal	19	相等关系与不等关系	预备知识	必修	相等关系与不等关系;函数概念与性质;复数	数学运算;逻辑推理;数学抽象	水平1-2	
2000	shanghai_liberal	20	平面向量	几何与代数	必修	平面向量;复数;空间向量与立体几何;直线与圆	数学运算;直观想象;数学抽象	水平1-2	
2000	shanghai_liberal	21	相等关系与不等关系	预备知识	必修	相等关系与不等关系;数列;平面向量;复数;计数原理	数学运算;逻辑推理;直观想象	水平1-2	
2000	shanghai_liberal	22	复数	几何与代数	必修	复数;平面向量;直线与圆;矩阵与变换	数学运算;数学抽象;直观想象	水平1-2	
2000	shanghai_science	1	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2000	shanghai_science	2	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质	数学运算;数学抽象	水平1-2	
2000	shanghai_science	3	圆锥曲线	几何与代数	选择性必修	圆锥曲线;三角函数;平面向量;立体几何初步;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2000	shanghai_science	4	微积分（选修）	函数	选修	微积分（选修）	数学运算;数学抽象	水平3	
2000	shanghai_science	5	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2000	shanghai_science	6	数学建模与应用	数学建模活动与数学探究活动	必修	数学建模与应用	数学建模;数据分析;数学运算	水平1-2	
2000	shanghai_science	7	常用逻辑用语	预备知识	必修	常用逻辑用语;立体几何初步	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
2000	shanghai_science	8	函数概念与性质	函数	必修	函数概念与性质;相等关系与不等关系;三角函数	数学抽象;数学运算;逻辑推理;直观想象	水平1-2	
2000	shanghai_science	9	计数原理	概率与统计	选择性必修	计数原理;相等关系与不等关系	逻辑推理;数学运算	水平2-3	
2000	shanghai_science	10	概率	概率与统计	选择性必修	概率	数据分析;数学运算;逻辑推理	水平2-3	
2000	shanghai_science	11	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;三角函数;平面向量;立体几何初步;直线与圆	数学运算;直观想象	水平2-3	
2000	shanghai_science	12	数列	函数	选择性必修	数列	逻辑推理;数学运算	水平2-3	
2000	shanghai_science	13	复数	几何与代数	必修	复数;三角函数	数学运算;数学抽象;直观想象	水平1-2	
2000	shanghai_science	14	常用逻辑用语	预备知识	必修	常用逻辑用语;复数;直线与圆	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2000	shanghai_science	15	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2000	shanghai_science	16	三角函数	函数	必修	三角函数;常用逻辑用语;相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;直观想象;逻辑推理;数学抽象	水平1-2	
2000	shanghai_science	17	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2000	shanghai_science	18	立体几何初步	几何与代数	必修	立体几何初步;三角函数;直线与圆	直观想象;数学运算	水平1-2	
2000	shanghai_science	19	相等关系与不等关系	预备知识	必修	相等关系与不等关系;函数概念与性质;复数	数学运算;逻辑推理;数学抽象	水平1-2	
2000	shanghai_science	20	平面向量	几何与代数	必修	平面向量;复数;空间向量与立体几何;直线与圆	数学运算;直观想象;数学抽象	水平1-2	
2000	shanghai_science	21	相等关系与不等关系	预备知识	必修	相等关系与不等关系;数列;平面向量;复数	数学运算;逻辑推理;直观想象	水平1-2	
2000	shanghai_science	22	复数	几何与代数	必修	复数;常用逻辑用语;平面向量;直线与圆;矩阵与变换	数学运算;数学抽象;逻辑推理;直观想象	水平1-2	
2000	shanghai_spring	1	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2000	shanghai_spring	2	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2000	shanghai_spring	3	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数	数学运算;数学抽象	水平1-2	
2000	shanghai_spring	4	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2000	shanghai_spring	5	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2000	shanghai_spring	6	三角函数	函数	必修	三角函数;直线与圆	数学运算;直观想象	水平1-2	
2000	shanghai_spring	7	数列	函数	选择性必修	数列;微积分（选修）	逻辑推理;数学运算;数学抽象	水平2-3	
2000	shanghai_spring	8	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2000	shanghai_spring	9	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2000	shanghai_spring	10	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2000	shanghai_spring	11	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2000	shanghai_spring	12	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2000	shanghai_spring	13	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2000	shanghai_spring	14	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2000	shanghai_spring	15	常用逻辑用语	预备知识	必修	常用逻辑用语;三角函数;相等关系与不等关系	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2000	shanghai_spring	16	三角函数	函数	必修	三角函数;函数概念与性质	数学运算;直观想象;数学抽象	水平1-2	
2000	shanghai_spring	17	圆锥曲线	几何与代数	选择性必修	圆锥曲线;函数概念与性质;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2000	shanghai_spring	18	复数	几何与代数	必修	复数;三角函数	数学运算;数学抽象;直观想象	水平1-2	
2000	shanghai_spring	19	数学建模与应用	数学建模活动与数学探究活动	必修	数学建模与应用	数学建模;数据分析;数学运算	水平1-2	
2000	shanghai_spring	20	数列	函数	选择性必修	数列;相等关系与不等关系;复数	逻辑推理;数学运算;数学抽象	水平2-3	
2000	shanghai_spring	21	平面向量	几何与代数	必修	平面向量;立体几何初步;复数	数学运算;直观想象;数学抽象	水平1-2	
2000	shanghai_spring	22	圆锥曲线	几何与代数	选择性必修	圆锥曲线;相等关系与不等关系;直线与圆;三角函数;一元函数导数及其应用;平面向量;复数	直观想象;数学运算;逻辑推理	水平2-3	
2001	shanghai_liberal	1	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质	数学运算;数学抽象	水平1-2	
2001	shanghai_liberal	2	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2001	shanghai_liberal	3	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2001	shanghai_liberal	4	集合	预备知识	必修	集合;三角函数	数学抽象;数学运算;直观想象	水平1-2	
2001	shanghai_liberal	5	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2001	shanghai_liberal	6	数列	函数	选择性必修	数列;微积分（选修）;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2001	shanghai_liberal	7	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2001	shanghai_liberal	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2001	shanghai_liberal	9	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2001	shanghai_liberal	10	概率	概率与统计	选择性必修	概率;计数原理;数学建模与应用	数据分析;数学运算;逻辑推理;数学建模	水平2-3	
2001	shanghai_liberal	11	常用逻辑用语	预备知识	必修	常用逻辑用语;函数概念与性质;复数;直线与圆	逻辑推理;数学抽象;数学运算	水平1-2	
2001	shanghai_liberal	12	数学建模与应用	数学建模活动与数学探究活动	必修	数学建模与应用	数学建模;数据分析;数学运算	水平1-2	
2001	shanghai_liberal	13	常用逻辑用语	预备知识	必修	常用逻辑用语;立体几何初步;直线与圆	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
2001	shanghai_liberal	14	平面向量	几何与代数	必修	平面向量;立体几何初步	数学运算;直观想象	水平1-2	
2001	shanghai_liberal	15	常用逻辑用语	预备知识	必修	常用逻辑用语;直线与圆	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
2001	shanghai_liberal	16	相等关系与不等关系	预备知识	必修	相等关系与不等关系;微积分（选修）;常用逻辑用语;函数概念与性质;一元函数导数及其应用	数学运算;逻辑推理;数学抽象	水平1-2	
2001	shanghai_liberal	17	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2001	shanghai_liberal	18	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2001	shanghai_liberal	19	立体几何初步	几何与代数	必修	立体几何初步;相等关系与不等关系;三角函数;复数;空间向量与立体几何	直观想象;数学运算;逻辑推理	水平1-2	
2001	shanghai_liberal	20	概率	概率与统计	选择性必修	概率;集合;复数;常用逻辑用语	数据分析;数学运算;逻辑推理;数学抽象	水平2-3	
2001	shanghai_liberal	21	常用逻辑用语	预备知识	必修	常用逻辑用语;相等关系与不等关系;函数概念与性质;复数;计数原理	逻辑推理;数学抽象;数学运算	水平1-2	
2001	shanghai_liberal	22	数列	函数	选择性必修	数列;常用逻辑用语;函数概念与性质;复数	逻辑推理;数学运算;数学抽象	水平2-3	
2001	shanghai_science	1	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质	数学运算;数学抽象	水平1-2	
2001	shanghai_science	2	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2001	shanghai_science	3	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2001	shanghai_science	4	集合	预备知识	必修	集合;三角函数	数学抽象;数学运算;直观想象	水平1-2	
2001	shanghai_science	5	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2001	shanghai_science	6	数列	函数	选择性必修	数列;微积分（选修）;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2001	shanghai_science	7	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2001	shanghai_science	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2001	shanghai_science	9	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2001	shanghai_science	10	三角函数	函数	必修	三角函数;平面向量;直线与圆	数学运算;直观想象	水平1-2	
2001	shanghai_science	11	常用逻辑用语	预备知识	必修	常用逻辑用语;函数概念与性质;复数;直线与圆	逻辑推理;数学抽象;数学运算	水平1-2	
2001	shanghai_science	12	数学建模与应用	数学建模活动与数学探究活动	必修	数学建模与应用	数学建模;数据分析;数学运算	水平1-2	
2001	shanghai_science	13	常用逻辑用语	预备知识	必修	常用逻辑用语;立体几何初步;直线与圆	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
2001	shanghai_science	14	平面向量	几何与代数	必修	平面向量;立体几何初步	数学运算;直观想象	水平1-2	
2001	shanghai_science	15	常用逻辑用语	预备知识	必修	常用逻辑用语;直线与圆	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
2001	shanghai_science	16	相等关系与不等关系	预备知识	必修	相等关系与不等关系;微积分（选修）;常用逻辑用语;函数概念与性质;一元函数导数及其应用	数学运算;逻辑推理;数学抽象	水平1-2	
2001	shanghai_science	17	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2001	shanghai_science	18	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2001	shanghai_science	19	立体几何初步	几何与代数	必修	立体几何初步;相等关系与不等关系;三角函数;复数;空间向量与立体几何	直观想象;数学运算;逻辑推理	水平1-2	
2001	shanghai_science	20	复数	几何与代数	必修	复数;集合;概率	数学运算;数学抽象;数据分析;逻辑推理	水平1-2	
2001	shanghai_science	21	常用逻辑用语	预备知识	必修	常用逻辑用语;相等关系与不等关系;函数概念与性质;复数;计数原理	逻辑推理;数学抽象;数学运算	水平1-2	
2001	shanghai_science	22	数列	函数	选择性必修	数列;函数概念与性质;复数	逻辑推理;数学运算;数学抽象	水平2-3	
2001	shanghai_spring	1	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2001	shanghai_spring	2	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2001	shanghai_spring	3	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
2001	shanghai_spring	4	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2001	shanghai_spring	5	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2001	shanghai_spring	6	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
2001	shanghai_spring	7	微积分（选修）	函数	选修	微积分（选修）	数学运算;数学抽象	水平3	
2001	shanghai_spring	8	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2001	shanghai_spring	9	概率	概率与统计	选择性必修	概率;计数原理	数据分析;数学运算;逻辑推理	水平2-3	
2001	shanghai_spring	10	统计	概率与统计	选择性必修	统计	数据分析;数学建模	水平2-3	
2001	shanghai_spring	11	函数概念与性质	函数	必修	函数概念与性质;常用逻辑用语;三角函数;复数	数学抽象;数学运算;逻辑推理;直观想象	水平1-2	
2001	shanghai_spring	12	数学建模与应用	数学建模活动与数学探究活动	必修	数学建模与应用	数学建模;数据分析;数学运算	水平1-2	
2001	shanghai_spring	13	常用逻辑用语	预备知识	必修	常用逻辑用语	逻辑推理;数学抽象	水平1-2	
2001	shanghai_spring	14	常用逻辑用语	预备知识	必修	常用逻辑用语;直线与圆	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
2001	shanghai_spring	15	立体几何初步	几何与代数	必修	立体几何初步;集合;常用逻辑用语;直线与圆	直观想象;数学运算;数学抽象;逻辑推理	水平1-2	
2001	shanghai_spring	16	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2001	shanghai_spring	17	集合	预备知识	必修	集合;幂函数、指数函数、对数函数	数学抽象;数学运算	水平1-2	
2001	shanghai_spring	18	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2001	shanghai_spring	19	相等关系与不等关系	预备知识	必修	相等关系与不等关系;复数;立体几何初步	数学运算;逻辑推理;数学抽象;直观想象	水平1-2	
2001	shanghai_spring	20	立体几何初步	几何与代数	必修	立体几何初步;三角函数;复数;空间向量与立体几何;直线与圆	直观想象;数学运算;数学抽象	水平1-2	
2001	shanghai_spring	21	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;平面向量;复数	直观想象;数学运算;逻辑推理	水平2-3	
2001	shanghai_spring	22	数列	函数	选择性必修	数列;常用逻辑用语;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2002	shanghai_liberal	1	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2002	shanghai_liberal	2	平面向量	几何与代数	必修	平面向量;空间向量与立体几何	数学运算;直观想象	水平1-2	
2002	shanghai_liberal	3	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数	数学运算;数学抽象	水平1-2	
2002	shanghai_liberal	4	立体几何初步	几何与代数	必修	立体几何初步;空间向量与立体几何	直观想象;数学运算	水平1-2	
2002	shanghai_liberal	5	计数原理	概率与统计	选择性必修	计数原理;微积分（选修）;数列	逻辑推理;数学运算;数学抽象	水平2-3	
2002	shanghai_liberal	6	直线与圆	几何与代数	选择性必修	直线与圆;三角函数;一元函数导数及其应用;空间向量与立体几何	直观想象;数学运算;逻辑推理	水平2-3	
2002	shanghai_liberal	7	概率	概率与统计	选择性必修	概率	数据分析;数学运算;逻辑推理	水平2-3	
2002	shanghai_liberal	8	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2002	shanghai_liberal	9	数学建模与应用	数学建模活动与数学探究活动	必修	数学建模与应用	数学建模;数据分析;数学运算	水平1-2	
2002	shanghai_liberal	10	函数概念与性质	函数	必修	函数概念与性质;三角函数	数学抽象;数学运算;直观想象	水平1-2	
2002	shanghai_liberal	11	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2002	shanghai_liberal	12	函数概念与性质	函数	必修	函数概念与性质;常用逻辑用语	数学抽象;数学运算;逻辑推理	水平1-2	
2002	shanghai_liberal	13	集合	预备知识	必修	集合;复数	数学抽象;数学运算	水平1-2	
2002	shanghai_liberal	14	常用逻辑用语	预备知识	必修	常用逻辑用语;复数;直线与圆	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2002	shanghai_liberal	15	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2002	shanghai_liberal	16	数学建模与应用	数学建模活动与数学探究活动	必修	数学建模与应用	数学建模;数据分析;数学运算	水平1-2	
2002	shanghai_liberal	17	三角函数	函数	必修	三角函数;立体几何初步	数学运算;直观想象	水平1-2	
2002	shanghai_liberal	18	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;直线与圆	直观想象;数学运算	水平2-3	
2002	shanghai_liberal	19	相等关系与不等关系	预备知识	必修	相等关系与不等关系;函数概念与性质;一元函数导数及其应用;复数	数学运算;逻辑推理;数学抽象	水平1-2	
2002	shanghai_liberal	20	复数	几何与代数	必修	复数;计数原理;数学建模与应用	数学运算;数学抽象;逻辑推理;数学建模;数据分析	水平1-2	
2002	shanghai_liberal	21	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;数列;相等关系与不等关系;函数概念与性质;复数;计数原理	数学运算;数学抽象;逻辑推理	水平1-2	
2002	shanghai_liberal	22	计数原理	概率与统计	选择性必修	计数原理;相等关系与不等关系;复数	逻辑推理;数学运算;数学抽象	水平2-3	
2002	shanghai_science	1	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2002	shanghai_science	2	平面向量	几何与代数	必修	平面向量;三角函数;空间向量与立体几何	数学运算;直观想象	水平1-2	
2002	shanghai_science	3	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质	数学运算;数学抽象	水平1-2	
2002	shanghai_science	4	立体几何初步	几何与代数	必修	立体几何初步;三角函数;空间向量与立体几何;直线与圆	直观想象;数学运算	水平1-2	
2002	shanghai_science	5	计数原理	概率与统计	选择性必修	计数原理;微积分（选修）;数列	逻辑推理;数学运算;数学抽象	水平2-3	
2002	shanghai_science	6	直线与圆	几何与代数	选择性必修	直线与圆;三角函数;空间向量与立体几何;一元函数导数及其应用	直观想象;数学运算	水平2-3	
2002	shanghai_science	7	概率	概率与统计	选择性必修	概率;计数原理	数据分析;数学运算;逻辑推理	水平2-3	
2002	shanghai_science	8	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;圆锥曲线;平面向量	数学运算;直观想象;逻辑推理	水平2-3	
2002	shanghai_science	9	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;三角函数;平面向量	数学运算;直观想象	水平2-3	
2002	shanghai_science	10	三角函数	函数	必修	三角函数;函数概念与性质	数学运算;直观想象;数学抽象	水平1-2	
2002	shanghai_science	11	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2002	shanghai_science	12	函数概念与性质	函数	必修	函数概念与性质;常用逻辑用语	数学抽象;数学运算;逻辑推理	水平1-2	
2002	shanghai_science	13	集合	预备知识	必修	集合;复数;直线与圆	数学抽象;数学运算;直观想象	水平1-2	
2002	shanghai_science	14	立体几何初步	几何与代数	必修	立体几何初步;常用逻辑用语;复数;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平1-2	
2002	shanghai_science	15	一元函数导数及其应用	函数	选择性必修	一元函数导数及其应用;三角函数;函数概念与性质	数学运算;逻辑推理;直观想象;数学抽象	水平2-3	
