year	stem	qidx	primary_unit	theme	module	matched_units	competencies	level	note
2009	shanghai_science	1	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2009	shanghai_science	2	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2009	shanghai_science	3	矩阵与变换	几何与代数	选修	矩阵与变换;集合;常用逻辑用语	数学运算;数学抽象;逻辑推理	水平3	
2009	shanghai_science	4	算法与程序框图	函数	必修	算法与程序框图	数学运算;数学抽象	水平1-2	
2009	shanghai_science	5	立体几何初步	几何与代数	必修	立体几何初步;三角函数;直线与圆	直观想象;数学运算	水平1-2	
2009	shanghai_science	6	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
2009	shanghai_science	7	概率	概率与统计	选择性必修	概率	数据分析;数学运算;逻辑推理	水平2-3	
2009	shanghai_science	8	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2009	shanghai_science	9	圆锥曲线	几何与代数	选择性必修	圆锥曲线;三角函数;平面向量;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2009	shanghai_science	10	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;三角函数;平面向量;直线与圆	数学运算;直观想象	水平2-3	
2009	shanghai_science	11	相等关系与不等关系	预备知识	必修	相等关系与不等关系;三角函数	数学运算;逻辑推理;直观想象	水平1-2	
2009	shanghai_science	12	数列	函数	选择性必修	数列;三角函数;函数概念与性质;计数原理	逻辑推理;数学运算;直观想象;数学抽象	水平2-3	
2009	shanghai_science	13	平面向量	几何与代数	必修	平面向量;立体几何初步	数学运算;直观想象	水平1-2	
2009	shanghai_science	14	相等关系与不等关系	预备知识	必修	相等关系与不等关系;函数概念与性质;平面向量	数学运算;逻辑推理;数学抽象;直观想象	水平1-2	
2009	shanghai_science	15	常用逻辑用语	预备知识	必修	常用逻辑用语;相等关系与不等关系;复数;计数原理	逻辑推理;数学抽象;数学运算	水平1-2	
2009	shanghai_science	16	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2009	shanghai_science	17	统计	概率与统计	选择性必修	统计;概率	数据分析;数学建模;数学运算;逻辑推理	水平2-3	
2009	shanghai_science	18	直线与圆	几何与代数	选择性必修	直线与圆;三角函数	直观想象;数学运算	水平2-3	
2009	shanghai_science	19	立体几何初步	几何与代数	必修	立体几何初步;空间向量与立体几何	直观想象;数学运算	水平1-2	
2009	shanghai_science	20	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质;复数	数学运算;数学抽象	水平1-2	
2009	shanghai_science	21	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;常用逻辑用语;复数;立体几何初步;空间向量与立体几何;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2009	shanghai_science	22	函数概念与性质	函数	必修	函数概念与性质;复数	数学抽象;数学运算	水平1-2	
2009	shanghai_science	23	数列	函数	选择性必修	数列;常用逻辑用语;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2009	shanghai_spring	1	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质	数学运算;数学抽象	水平1-2	
2009	shanghai_spring	2	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2009	shanghai_spring	3	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
2009	shanghai_spring	4	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2009	shanghai_spring	5	圆锥曲线	几何与代数	选择性必修	圆锥曲线	直观想象;数学运算;逻辑推理	水平2-3	
2009	shanghai_spring	6	平面向量	几何与代数	必修	平面向量;空间向量与立体几何	数学运算;直观想象	水平1-2	
2009	shanghai_spring	7	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2009	shanghai_spring	8	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2009	shanghai_spring	9	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2009	shanghai_spring	10	概率	概率与统计	选择性必修	概率	数据分析;数学运算;逻辑推理	水平2-3	
2009	shanghai_spring	11	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2009	shanghai_spring	12	常用逻辑用语	预备知识	必修	常用逻辑用语;立体几何初步;直线与圆	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
2009	shanghai_spring	13	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
2009	shanghai_spring	14	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质	数学运算;数学抽象	水平1-2	
2009	shanghai_spring	15	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2009	shanghai_spring	16	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2009	shanghai_spring	17	相等关系与不等关系	预备知识	必修	相等关系与不等关系;数列;复数;计数原理	数学运算;逻辑推理;数学抽象	水平1-2	
2009	shanghai_spring	18	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;空间向量与立体几何	直观想象;数学运算;逻辑推理	水平2-3	
2009	shanghai_spring	19	圆锥曲线	几何与代数	选择性必修	圆锥曲线;数列;常用逻辑用语;平面向量;复数;直线与圆;计数原理	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2009	shanghai_spring	20	三角函数	函数	必修	三角函数;相等关系与不等关系;函数概念与性质;一元函数导数及其应用;复数	数学运算;直观想象;逻辑推理;数学抽象	水平1-2	
2010	shanghai_liberal	1	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2010	shanghai_liberal	2	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2010	shanghai_liberal	3	矩阵与变换	几何与代数	选修	矩阵与变换;三角函数	数学运算;数学抽象;直观想象	水平3	
2010	shanghai_liberal	4	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2010	shanghai_liberal	5	统计	概率与统计	选择性必修	统计	数据分析;数学建模	水平2-3	
2010	shanghai_liberal	6	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2010	shanghai_liberal	7	直线与圆	几何与代数	选择性必修	直线与圆;空间向量与立体几何	直观想象;数学运算	水平2-3	
2010	shanghai_liberal	8	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;直线与圆	直观想象;数学运算	水平2-3	
2010	shanghai_liberal	9	函数概念与性质	函数	必修	函数概念与性质;幂函数、指数函数、对数函数;平面向量	数学抽象;数学运算;直观想象	水平1-2	
2010	shanghai_liberal	10	概率	概率与统计	选择性必修	概率;统计	数据分析;数学运算;逻辑推理;数学建模	水平2-3	
2010	shanghai_liberal	11	算法与程序框图	函数	必修	算法与程序框图	数学运算;数学抽象	水平1-2	
2010	shanghai_liberal	12	矩阵与变换	几何与代数	选修	矩阵与变换	数学运算;数学抽象	水平3	
2010	shanghai_liberal	13	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
2010	shanghai_liberal	14	微积分（选修）	函数	选修	微积分（选修）;直线与圆	数学运算;数学抽象;直观想象	水平3	
2010	shanghai_liberal	15	相等关系与不等关系	预备知识	必修	相等关系与不等关系;最优化;常用逻辑用语	数学运算;逻辑推理;数学建模;数学抽象	水平1-2	
2010	shanghai_liberal	16	常用逻辑用语	预备知识	必修	常用逻辑用语;三角函数	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2010	shanghai_liberal	17	集合	预备知识	必修	集合;幂函数、指数函数、对数函数	数学抽象;数学运算	水平1-2	
2010	shanghai_liberal	18	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2010	shanghai_liberal	19	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2010	shanghai_liberal	20	相等关系与不等关系	预备知识	必修	相等关系与不等关系;立体几何初步;直线与圆;复数	数学运算;逻辑推理;直观想象	水平1-2	
2010	shanghai_liberal	21	数列	函数	选择性必修	数列;相等关系与不等关系;复数	逻辑推理;数学运算;数学抽象	水平2-3	
2010	shanghai_liberal	22	函数概念与性质	函数	必修	函数概念与性质;相等关系与不等关系;三角函数;幂函数、指数函数、对数函数;一元函数导数及其应用;复数	数学抽象;数学运算;逻辑推理;直观想象	水平1-2	
2010	shanghai_liberal	23	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;直线与圆;复数	直观想象;数学运算;逻辑推理	水平2-3	
2010	shanghai_science	1	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2010	shanghai_science	2	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2010	shanghai_science	3	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;直线与圆	直观想象;数学运算	水平2-3	
2010	shanghai_science	4	矩阵与变换	几何与代数	选修	矩阵与变换;三角函数	数学运算;数学抽象;直观想象	水平3	
2010	shanghai_science	5	直线与圆	几何与代数	选择性必修	直线与圆;空间向量与立体几何	直观想象;数学运算	水平2-3	
2010	shanghai_science	6	概率	概率与统计	选择性必修	概率;统计	数据分析;数学运算;逻辑推理;数学建模	水平2-3	
2010	shanghai_science	7	算法与程序框图	函数	必修	算法与程序框图	数学运算;数学抽象	水平1-2	
2010	shanghai_science	8	函数概念与性质	函数	必修	函数概念与性质;幂函数、指数函数、对数函数;平面向量	数学抽象;数学运算;直观想象	水平1-2	
2010	shanghai_science	9	概率	概率与统计	选择性必修	概率;统计	数据分析;数学运算;逻辑推理;数学建模	水平2-3	
2010	shanghai_science	10	矩阵与变换	几何与代数	选修	矩阵与变换	数学运算;数学抽象	水平3	
2010	shanghai_science	11	微积分（选修）	函数	选修	微积分（选修）;直线与圆	数学运算;数学抽象;直观想象	水平3	
2010	shanghai_science	12	三角函数	函数	必修	三角函数;立体几何初步	数学运算;直观想象	水平1-2	
2010	shanghai_science	13	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2010	shanghai_science	14	集合	预备知识	必修	集合;常用逻辑用语;复数;计数原理	数学抽象;数学运算;逻辑推理	水平1-2	
2010	shanghai_science	15	常用逻辑用语	预备知识	必修	常用逻辑用语;三角函数	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2010	shanghai_science	16	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;平面向量;直线与圆;计数原理	数学运算;直观想象	水平2-3	
2010	shanghai_science	17	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;集合	数学运算;数学抽象	水平1-2	
2010	shanghai_science	18	三角函数	函数	必修	三角函数;直线与圆	数学运算;直观想象	水平1-2	
2010	shanghai_science	19	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2010	shanghai_science	20	数列	函数	选择性必修	数列;相等关系与不等关系;复数	逻辑推理;数学运算;数学抽象	水平2-3	
2010	shanghai_science	21	立体几何初步	几何与代数	必修	立体几何初步;直线与圆;相等关系与不等关系;三角函数;复数	直观想象;数学运算;逻辑推理	水平1-2	
2010	shanghai_science	22	三角函数	函数	必修	三角函数;函数概念与性质;幂函数、指数函数、对数函数;复数	数学运算;直观想象;数学抽象	水平1-2	
2010	shanghai_science	23	圆锥曲线	几何与代数	选择性必修	圆锥曲线;常用逻辑用语;三角函数;平面向量;直线与圆;复数	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2010	shanghai_spring	1	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
2010	shanghai_spring	2	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2010	shanghai_spring	3	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2010	shanghai_spring	4	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2010	shanghai_spring	5	圆锥曲线	几何与代数	选择性必修	圆锥曲线;空间向量与立体几何;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2010	shanghai_spring	6	统计	概率与统计	选择性必修	统计	数据分析;数学建模	水平2-3	
2010	shanghai_spring	7	圆锥曲线	几何与代数	选择性必修	圆锥曲线	直观想象;数学运算;逻辑推理	水平2-3	
2010	shanghai_spring	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2010	shanghai_spring	9	概率	概率与统计	选择性必修	概率	数据分析;数学运算;逻辑推理	水平2-3	
2010	shanghai_spring	10	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2010	shanghai_spring	11	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2010	shanghai_spring	12	算法与程序框图	函数	必修	算法与程序框图;相等关系与不等关系	数学运算;数学抽象;逻辑推理	水平1-2	
2010	shanghai_spring	13	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2010	shanghai_spring	14	微积分（选修）	函数	选修	微积分（选修）;集合	数学运算;数学抽象	水平3	
2010	shanghai_spring	15	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2010	shanghai_spring	16	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2010	shanghai_spring	17	圆锥曲线	几何与代数	选择性必修	圆锥曲线;常用逻辑用语;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2010	shanghai_spring	18	函数概念与性质	函数	必修	函数概念与性质;平面向量	数学抽象;数学运算;直观想象	水平1-2	
2010	shanghai_spring	19	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2010	shanghai_spring	20	相等关系与不等关系	预备知识	必修	相等关系与不等关系;函数概念与性质;幂函数、指数函数、对数函数;复数	数学运算;逻辑推理;数学抽象	水平1-2	
2010	shanghai_spring	21	复数	几何与代数	必修	复数;立体几何初步;空间向量与立体几何;直线与圆	数学运算;数学抽象;直观想象	水平1-2	
2010	shanghai_spring	22	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;常用逻辑用语;复数;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2010	shanghai_spring	23	常用逻辑用语	预备知识	必修	常用逻辑用语;幂函数、指数函数、对数函数;数列;复数	逻辑推理;数学抽象;数学运算	水平1-2	
2011	shanghai_liberal	1	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2011	shanghai_liberal	2	微积分（选修）	函数	选修	微积分（选修）	数学运算;数学抽象	水平3	
2011	shanghai_liberal	3	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2011	shanghai_liberal	4	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
2011	shanghai_liberal	5	平面向量	几何与代数	必修	平面向量;空间向量与立体几何;直线与圆	数学运算;直观想象	水平1-2	
2011	shanghai_liberal	6	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2011	shanghai_liberal	7	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2011	shanghai_liberal	8	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何	直观想象;数学运算	水平2-3	
2011	shanghai_liberal	9	相等关系与不等关系	预备知识	必修	相等关系与不等关系;常用逻辑用语	数学运算;逻辑推理;数学抽象	水平1-2	
2011	shanghai_liberal	10	统计	概率与统计	选择性必修	统计	数据分析;数学建模	水平2-3	
2011	shanghai_liberal	11	矩阵与变换	几何与代数	选修	矩阵与变换;相等关系与不等关系	数学运算;数学抽象;逻辑推理	水平3	
2011	shanghai_liberal	12	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2011	shanghai_liberal	13	概率	概率与统计	选择性必修	概率;统计	数据分析;数学运算;逻辑推理;数学建模	水平2-3	
2011	shanghai_liberal	14	函数概念与性质	函数	必修	函数概念与性质;三角函数	数学抽象;数学运算;直观想象	水平1-2	
2011	shanghai_liberal	15	函数概念与性质	函数	必修	函数概念与性质;一元函数导数及其应用	数学抽象;数学运算;逻辑推理	水平1-2	
2011	shanghai_liberal	16	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2011	shanghai_liberal	17	集合	预备知识	必修	集合;相等关系与不等关系;三角函数;幂函数、指数函数、对数函数	数学抽象;数学运算;逻辑推理;直观想象	水平1-2	
2011	shanghai_liberal	18	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2011	shanghai_liberal	19	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2011	shanghai_liberal	20	立体几何初步	几何与代数	必修	立体几何初步;直线与圆;三角函数;复数	直观想象;数学运算	水平1-2	
2011	shanghai_liberal	21	函数概念与性质	函数	必修	函数概念与性质;一元函数导数及其应用;复数	数学抽象;数学运算;逻辑推理	水平1-2	
2011	shanghai_liberal	22	圆锥曲线	几何与代数	选择性必修	圆锥曲线;相等关系与不等关系;平面向量;复数;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2011	shanghai_liberal	23	集合	预备知识	必修	集合;数列;相等关系与不等关系;复数;计数原理	数学抽象;数学运算;逻辑推理	水平1-2	
2011	shanghai_science	1	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2011	shanghai_science	2	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2011	shanghai_science	3	圆锥曲线	几何与代数	选择性必修	圆锥曲线	直观想象;数学运算;逻辑推理	水平2-3	
2011	shanghai_science	4	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2011	shanghai_science	5	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;三角函数;平面向量;空间向量与立体几何;直线与圆	数学运算;直观想象	水平2-3	
2011	shanghai_science	6	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何	直观想象;数学运算	水平2-3	
2011	shanghai_science	7	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2011	shanghai_science	8	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
2011	shanghai_science	9	概率	概率与统计	选择性必修	概率	数据分析;数学运算;逻辑推理	水平2-3	
2011	shanghai_science	10	矩阵与变换	几何与代数	选修	矩阵与变换;相等关系与不等关系	数学运算;数学抽象;逻辑推理	水平3	
2011	shanghai_science	11	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2011	shanghai_science	12	概率	概率与统计	选择性必修	概率;统计	数据分析;数学运算;逻辑推理;数学建模	水平2-3	
2011	shanghai_science	13	函数概念与性质	函数	必修	函数概念与性质;三角函数	数学抽象;数学运算;直观想象	水平1-2	
2011	shanghai_science	14	微积分（选修）	函数	选修	微积分（选修）	数学运算;数学抽象	水平3	
2011	shanghai_science	15	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2011	shanghai_science	16	三角函数	函数	必修	三角函数;幂函数、指数函数、对数函数;函数概念与性质;一元函数导数及其应用	数学运算;直观想象;数学抽象	水平1-2	
2011	shanghai_science	17	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2011	shanghai_science	18	数列	函数	选择性必修	数列;常用逻辑用语;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2011	shanghai_science	19	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2011	shanghai_science	20	函数概念与性质	函数	必修	函数概念与性质;一元函数导数及其应用;复数	数学抽象;数学运算;逻辑推理	水平1-2	
2011	shanghai_science	21	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;三角函数;复数;立体几何初步	直观想象;数学运算;数学抽象	水平2-3	
2011	shanghai_science	22	数列	函数	选择性必修	数列;集合;计数原理;复数	逻辑推理;数学运算;数学抽象	水平2-3	
2011	shanghai_science	23	相等关系与不等关系	预备知识	必修	相等关系与不等关系;集合;复数;空间向量与立体几何	数学运算;逻辑推理;数学抽象	水平1-2	
2011	shanghai_spring	1	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2011	shanghai_spring	2	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2011	shanghai_spring	3	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2011	shanghai_spring	4	矩阵与变换	几何与代数	选修	矩阵与变换	数学运算;数学抽象	水平3	
2011	shanghai_spring	5	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2011	shanghai_spring	6	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2011	shanghai_spring	7	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;直线与圆	直观想象;数学运算	水平2-3	
2011	shanghai_spring	8	数列	函数	选择性必修	数列	逻辑推理;数学运算	水平2-3	
2011	shanghai_spring	9	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2011	shanghai_spring	10	圆锥曲线	几何与代数	选择性必修	圆锥曲线;相等关系与不等关系;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2011	shanghai_spring	11	算法与程序框图	函数	必修	算法与程序框图	数学运算;数学抽象	水平1-2	
2011	shanghai_spring	12	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2011	shanghai_spring	13	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2011	shanghai_spring	14	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;复数	数学运算;数学抽象	水平1-2	
2011	shanghai_spring	15	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2011	shanghai_spring	16	函数概念与性质	函数	必修	函数概念与性质;直线与圆	数学抽象;数学运算;直观想象	水平1-2	
2011	shanghai_spring	17	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
2011	shanghai_spring	18	常用逻辑用语	预备知识	必修	常用逻辑用语;平面向量	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2011	shanghai_spring	19	三角函数	函数	必修	三角函数;相等关系与不等关系;平面向量;函数概念与性质;复数	数学运算;直观想象;逻辑推理	水平1-2	
2011	shanghai_spring	20	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2011	shanghai_spring	21	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;三角函数;平面向量;复数	直观想象;数学运算;逻辑推理	水平2-3	
2011	shanghai_spring	22	微积分（选修）	函数	选修	微积分（选修）;函数概念与性质;集合;相等关系与不等关系;数列;复数	数学运算;数学抽象	水平3	
2011	shanghai_spring	23	数列	函数	选择性必修	数列;相等关系与不等关系;幂函数、指数函数、对数函数;复数	逻辑推理;数学运算;数学抽象	水平2-3	
2012	shanghai_liberal	1	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2012	shanghai_liberal	2	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2012	shanghai_liberal	3	三角函数	函数	必修	三角函数;相等关系与不等关系;函数概念与性质	数学运算;直观想象;逻辑推理;数学抽象	水平1-2	
2012	shanghai_liberal	4	平面向量	几何与代数	必修	平面向量;三角函数;直线与圆	数学运算;直观想象	水平1-2	
2012	shanghai_liberal	5	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2012	shanghai_liberal	6	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数	数学运算;数学抽象	水平1-2	
2012	shanghai_liberal	7	数列	函数	选择性必修	数列;立体几何初步;微积分（选修）	逻辑推理;数学运算;直观想象;数学抽象	水平2-3	
2012	shanghai_liberal	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2012	shanghai_liberal	9	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2012	shanghai_liberal	10	相等关系与不等关系	预备知识	必修	相等关系与不等关系;最优化;常用逻辑用语	数学运算;逻辑推理;数学建模;数学抽象	水平1-2	
2012	shanghai_liberal	11	概率	概率与统计	选择性必修	概率	数据分析;数学运算;逻辑推理	水平2-3	
2012	shanghai_liberal	12	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2012	shanghai_liberal	13	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2012	shanghai_liberal	14	数列	函数	选择性必修	数列;函数概念与性质;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2012	shanghai_liberal	15	复数	几何与代数	必修	复数;计数原理	数学运算;数学抽象;逻辑推理	水平1-2	
2012	shanghai_liberal	16	圆锥曲线	几何与代数	选择性必修	圆锥曲线;常用逻辑用语;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2012	shanghai_liberal	17	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2012	shanghai_liberal	18	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2012	shanghai_liberal	19	立体几何初步	几何与代数	必修	立体几何初步;三角函数;复数;直线与圆	直观想象;数学运算;数学抽象	水平1-2	
2012	shanghai_liberal	20	函数概念与性质	函数	必修	函数概念与性质;三角函数;复数	数学抽象;数学运算;直观想象	水平1-2	
2012	shanghai_liberal	21	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;复数;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2012	shanghai_liberal	22	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;平面向量;复数;立体几何初步	直观想象;数学运算;逻辑推理	水平2-3	
2012	shanghai_liberal	23	相等关系与不等关系	预备知识	必修	相等关系与不等关系;数列;复数	数学运算;逻辑推理;数学抽象	水平1-2	
2012	shanghai_science	1	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2012	shanghai_science	2	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2012	shanghai_science	3	三角函数	函数	必修	三角函数;函数概念与性质	数学运算;直观想象;数学抽象	水平1-2	
2012	shanghai_science	4	平面向量	几何与代数	必修	平面向量;三角函数;空间向量与立体几何;直线与圆	数学运算;直观想象	水平1-2	
2012	shanghai_science	5	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2012	shanghai_science	6	数列	函数	选择性必修	数列;立体几何初步;微积分（选修）	逻辑推理;数学运算;直观想象;数学抽象	水平2-3	
2012	shanghai_science	7	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2012	shanghai_science	8	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2012	shanghai_science	9	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2012	shanghai_science	10	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;平面向量;空间向量与立体几何;直线与圆	数学运算;直观想象	水平2-3	
2012	shanghai_science	11	概率	概率与统计	选择性必修	概率	数据分析;数学运算;逻辑推理	水平2-3	
2012	shanghai_science	12	平面向量	几何与代数	必修	平面向量;立体几何初步	数学运算;直观想象	水平1-2	
2012	shanghai_science	13	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
